Sample in Buffer,Sample in Window,TRIGGER,ads422x_db[11:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,SIGNED
0,0,0,3
1,1,0,6
2,2,0,10
3,3,0,7
4,4,0,3
5,5,0,2
6,6,0,13
7,7,0,5
8,8,0,12
9,9,0,8
10,10,0,10
11,11,0,19
12,12,0,12
13,13,0,7
14,14,0,7
15,15,0,18
16,16,0,17
17,17,0,10
18,18,0,7
19,19,0,0
20,20,0,1
21,21,0,1
22,22,0,19
23,23,0,22
24,24,0,15
25,25,0,19
26,26,0,24
27,27,0,15
28,28,0,18
29,29,0,23
30,30,0,11
31,31,0,16
32,32,0,4
33,33,0,21
34,34,0,17
35,35,0,14
36,36,0,26
37,37,0,17
38,38,0,20
39,39,0,20
40,40,0,10
41,41,0,21
42,42,0,17
43,43,0,24
44,44,0,11
45,45,0,6
46,46,0,23
47,47,0,22
48,48,0,18
49,49,0,21
50,50,0,19
51,51,0,25
52,52,0,20
53,53,0,37
54,54,0,23
55,55,0,17
56,56,0,22
57,57,0,37
58,58,0,35
59,59,0,17
60,60,0,14
61,61,0,18
62,62,0,18
63,63,0,19
64,64,0,13
65,65,0,10
66,66,0,28
67,67,0,17
68,68,0,3
69,69,0,18
70,70,0,18
71,71,0,18
72,72,0,18
73,73,0,1
74,74,0,9
75,75,0,18
76,76,0,24
77,77,0,10
78,78,0,19
79,79,0,18
80,80,0,11
81,81,0,8
82,82,0,7
83,83,0,24
84,84,0,10
85,85,0,0
86,86,0,7
87,87,0,8
88,88,0,20
89,89,0,28
90,90,0,29
91,91,0,18
92,92,0,12
93,93,0,9
94,94,0,7
95,95,0,14
96,96,0,27
97,97,0,7
98,98,0,11
99,99,0,8
100,100,0,6
101,101,0,12
102,102,0,-1
103,103,0,7
104,104,0,11
105,105,0,20
106,106,0,15
107,107,0,21
108,108,0,19
109,109,0,8
110,110,0,1
111,111,0,17
112,112,0,16
113,113,0,12
114,114,0,17
115,115,0,24
116,116,0,17
117,117,0,12
118,118,0,19
119,119,0,24
120,120,0,10
121,121,0,4
122,122,0,10
123,123,0,5
124,124,0,17
125,125,0,17
126,126,0,18
127,127,0,17
128,128,0,9
129,129,0,19
130,130,0,14
131,131,0,7
132,132,0,6
133,133,0,-3
134,134,0,0
135,135,0,2
136,136,0,-5
137,137,0,4
138,138,0,5
139,139,0,15
140,140,0,3
141,141,0,1
142,142,0,3
143,143,0,3
144,144,0,-1
145,145,0,8
146,146,0,8
147,147,0,9
148,148,0,5
149,149,0,13
150,150,0,4
151,151,0,11
152,152,0,4
153,153,0,2
154,154,0,1
155,155,0,9
156,156,0,16
157,157,0,1
158,158,0,4
159,159,0,7
160,160,0,-3
161,161,0,6
162,162,0,7
163,163,0,10
164,164,0,6
165,165,0,8
166,166,0,4
167,167,0,17
168,168,0,5
169,169,0,11
170,170,0,3
171,171,0,10
172,172,0,5
173,173,0,3
174,174,0,10
175,175,0,10
176,176,0,11
177,177,0,15
178,178,0,14
179,179,0,17
180,180,0,8
181,181,0,16
182,182,0,8
183,183,0,19
184,184,0,9
185,185,0,14
186,186,0,9
187,187,0,9
188,188,0,9
189,189,0,8
190,190,0,7
191,191,0,16
192,192,0,10
193,193,0,8
194,194,0,12
195,195,0,16
196,196,0,11
197,197,0,19
198,198,0,26
199,199,0,11
200,200,0,19
201,201,0,29
202,202,0,12
203,203,0,20
204,204,0,22
205,205,0,22
206,206,0,29
207,207,0,29
208,208,0,30
209,209,0,11
210,210,0,12
211,211,0,19
212,212,0,28
213,213,0,24
214,214,0,5
215,215,0,17
216,216,0,29
217,217,0,21
218,218,0,22
219,219,0,25
220,220,0,22
221,221,0,17
222,222,0,7
223,223,0,19
224,224,0,18
225,225,0,22
226,226,0,12
227,227,0,8
228,228,0,10
229,229,0,13
230,230,0,18
231,231,0,26
232,232,0,21
233,233,0,25
234,234,0,36
235,235,0,21
236,236,0,26
237,237,0,27
238,238,0,20
239,239,0,19
240,240,0,21
241,241,0,20
242,242,0,11
243,243,0,13
244,244,0,26
245,245,0,19
246,246,0,15
247,247,0,19
248,248,0,23
249,249,0,16
250,250,0,18
251,251,0,19
252,252,0,14
253,253,0,21
254,254,0,17
255,255,0,16
256,256,0,15
257,257,0,20
258,258,0,18
259,259,0,12
260,260,0,26
261,261,0,30
262,262,0,14
263,263,0,15
264,264,0,14
265,265,0,12
266,266,0,19
267,267,0,16
268,268,0,0
269,269,0,11
270,270,0,12
271,271,0,5
272,272,0,9
273,273,0,3
274,274,0,11
275,275,0,14
276,276,0,15
277,277,0,3
278,278,0,2
279,279,0,10
280,280,0,6
281,281,0,6
282,282,0,12
283,283,0,14
284,284,0,8
285,285,0,4
286,286,0,-6
287,287,0,10
288,288,0,7
289,289,0,-2
290,290,0,-1
291,291,0,-9
292,292,0,5
293,293,0,7
294,294,0,3
295,295,0,-2
296,296,0,3
297,297,0,5
298,298,0,12
299,299,0,11
300,300,0,13
301,301,0,6
302,302,0,1
303,303,0,15
304,304,0,-3
305,305,0,0
306,306,0,4
307,307,0,-5
308,308,0,6
309,309,0,5
310,310,0,8
311,311,0,15
312,312,0,4
313,313,0,-1
314,314,0,-5
315,315,0,13
316,316,0,1
317,317,0,10
318,318,0,1
319,319,0,11
320,320,0,16
321,321,0,12
322,322,0,10
323,323,0,0
324,324,0,-1
325,325,0,14
326,326,0,12
327,327,0,12
328,328,0,8
329,329,0,5
330,330,0,-1
331,331,0,5
332,332,0,4
333,333,0,6
334,334,0,8
335,335,0,3
336,336,0,5
337,337,0,7
338,338,0,10
339,339,0,11
340,340,0,15
341,341,0,14
342,342,0,16
343,343,0,20
344,344,0,17
345,345,0,18
346,346,0,12
347,347,0,4
348,348,0,0
349,349,0,26
350,350,0,22
351,351,0,21
352,352,0,17
353,353,0,19
354,354,0,17
355,355,0,17
356,356,0,20
357,357,0,18
358,358,0,-1
359,359,0,13
360,360,0,9
361,361,0,19
362,362,0,20
363,363,0,26
364,364,0,16
365,365,0,20
366,366,0,24
367,367,0,25
368,368,0,27
369,369,0,22
370,370,0,27
371,371,0,20
372,372,0,22
373,373,0,17
374,374,0,21
375,375,0,19
376,376,0,12
377,377,0,22
378,378,0,10
379,379,0,16
380,380,0,7
381,381,0,24
382,382,0,15
383,383,0,21
384,384,0,14
385,385,0,22
386,386,0,20
387,387,0,30
388,388,0,28
389,389,0,21
390,390,0,23
391,391,0,22
392,392,0,10
393,393,0,24
394,394,0,16
395,395,0,18
396,396,0,19
397,397,0,16
398,398,0,9
399,399,0,14
400,400,0,17
401,401,0,31
402,402,0,20
403,403,0,14
404,404,0,16
405,405,0,22
406,406,0,27
407,407,0,1
408,408,0,7
409,409,0,7
410,410,0,13
411,411,0,11
412,412,0,16
413,413,0,18
414,414,0,19
415,415,0,18
416,416,0,8
417,417,0,13
418,418,0,18
419,419,0,4
420,420,0,13
421,421,0,11
422,422,0,9
423,423,0,14
424,424,0,20
425,425,0,9
426,426,0,15
427,427,0,10
428,428,0,18
429,429,0,-1
430,430,0,22
431,431,0,17
432,432,0,23
433,433,0,12
434,434,0,6
435,435,0,-7
436,436,0,5
437,437,0,19
438,438,0,5
439,439,0,13
440,440,0,22
441,441,0,13
442,442,0,11
443,443,0,12
444,444,0,11
445,445,0,17
446,446,0,23
447,447,0,14
448,448,0,23
449,449,0,17
450,450,0,15
451,451,0,7
452,452,0,12
453,453,0,-1
454,454,0,5
455,455,0,2
456,456,0,5
457,457,0,1
458,458,0,-8
459,459,0,3
460,460,0,7
461,461,0,7
462,462,0,-1
463,463,0,6
464,464,0,7
465,465,0,11
466,466,0,2
467,467,0,3
468,468,0,16
469,469,0,10
470,470,0,0
471,471,0,2
472,472,0,4
473,473,0,3
474,474,0,5
475,475,0,3
476,476,0,2
477,477,0,1
478,478,0,11
479,479,0,10
480,480,0,1
481,481,0,-1
482,482,0,12
483,483,0,11
484,484,0,9
485,485,0,4
486,486,0,12
487,487,0,6
488,488,0,8
489,489,0,7
490,490,0,17
491,491,0,14
492,492,0,25
493,493,0,-2
494,494,0,7
495,495,0,15
496,496,0,12
497,497,0,4
498,498,0,9
499,499,0,27
500,500,0,24
501,501,0,9
502,502,0,8
503,503,0,6
504,504,0,26
505,505,0,5
506,506,0,17
507,507,0,11
508,508,0,13
509,509,0,11
510,510,0,17
511,511,0,13
512,512,0,12
513,513,0,21
514,514,0,12
515,515,0,16
516,516,0,24
517,517,0,9
518,518,0,9
519,519,0,15
520,520,0,12
521,521,0,11
522,522,0,14
523,523,0,6
524,524,0,28
525,525,0,16
526,526,0,21
527,527,0,8
528,528,0,4
529,529,0,8
530,530,0,28
531,531,0,21
532,532,0,12
533,533,0,17
534,534,0,18
535,535,0,9
536,536,0,9
537,537,0,10
538,538,0,4
539,539,0,15
540,540,0,18
541,541,0,21
542,542,0,21
543,543,0,28
544,544,0,27
545,545,0,25
546,546,0,14
547,547,0,12
548,548,0,10
549,549,0,15
550,550,0,11
551,551,0,19
552,552,0,19
553,553,0,24
554,554,0,21
555,555,0,27
556,556,0,19
557,557,0,22
558,558,0,20
559,559,0,10
560,560,0,18
561,561,0,16
562,562,0,2
563,563,0,-7
564,564,0,7
565,565,0,16
566,566,0,15
567,567,0,25
