Sample in Buffer,Sample in Window,TRIGGER,ads422x_db[11:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,SIGNED
0,0,0,-4
1,1,0,7
2,2,0,23
3,3,0,16
4,4,0,13
5,5,0,-12
6,6,0,0
7,7,0,7
8,8,0,16
9,9,0,10
10,10,0,8
11,11,0,19
12,12,0,23
13,13,0,13
14,14,0,12
15,15,0,9
16,16,0,16
17,17,0,15
18,18,0,22
19,19,0,15
20,20,0,20
21,21,0,8
22,22,0,12
23,23,0,10
24,24,0,14
25,25,0,2
26,26,0,15
27,27,0,26
28,28,0,28
29,29,0,16
30,30,0,14
31,31,0,15
32,32,0,16
33,33,0,24
34,34,0,21
35,35,0,7
36,36,0,1
37,37,0,-1
38,38,0,8
39,39,0,12
40,40,0,13
41,41,0,12
42,42,0,14
43,43,0,-5
44,44,0,11
45,45,0,2
46,46,0,15
47,47,0,9
48,48,0,6
49,49,0,8
50,50,0,11
51,51,0,11
52,52,0,22
53,53,0,28
54,54,0,25
55,55,0,13
56,56,0,3
57,57,0,9
58,58,0,18
59,59,0,12
60,60,0,12
61,61,0,17
62,62,0,15
63,63,0,21
64,64,0,10
65,65,0,3
66,66,0,11
67,67,0,8
68,68,0,23
69,69,0,17
70,70,0,11
71,71,0,14
72,72,0,6
73,73,0,25
74,74,0,4
75,75,0,19
76,76,0,17
77,77,0,18
78,78,0,13
79,79,0,10
80,80,0,25
81,81,0,10
82,82,0,8
83,83,0,8
84,84,0,10
85,85,0,6
86,86,0,2
87,87,0,4
88,88,0,2
89,89,0,7
90,90,0,11
91,91,0,10
92,92,0,8
93,93,0,1
94,94,0,15
95,95,0,5
96,96,0,10
97,97,0,6
98,98,0,12
99,99,0,10
100,100,0,17
101,101,0,9
102,102,0,12
103,103,0,4
104,104,0,12
105,105,0,2
106,106,0,2
107,107,0,-3
108,108,0,9
109,109,0,4
110,110,0,10
111,111,0,6
112,112,0,10
113,113,0,13
114,114,0,15
115,115,0,25
116,116,0,6
117,117,0,14
118,118,0,3
119,119,0,9
120,120,0,19
121,121,0,22
122,122,0,9
123,123,0,8
124,124,0,26
125,125,0,13
126,126,0,13
127,127,0,-6
128,128,0,18
129,129,0,12
130,130,0,7
131,131,0,14
132,132,0,23
133,133,0,21
134,134,0,8
135,135,0,0
136,136,0,7
137,137,0,5
138,138,0,26
139,139,0,29
140,140,0,7
141,141,0,6
142,142,0,6
143,143,0,4
144,144,0,9
145,145,0,16
146,146,0,8
147,147,0,14
148,148,0,15
149,149,0,7
150,150,0,14
151,151,0,17
152,152,0,5
153,153,0,15
154,154,0,-5
155,155,0,8
156,156,0,8
157,157,0,9
158,158,0,7
159,159,0,12
160,160,0,12
161,161,0,19
162,162,0,11
163,163,0,22
164,164,0,16
165,165,0,18
166,166,0,16
167,167,0,5
168,168,0,13
169,169,0,8
170,170,0,17
171,171,0,25
172,172,0,22
173,173,0,25
174,174,0,10
175,175,0,4
176,176,0,9
177,177,0,10
178,178,0,11
179,179,0,16
180,180,0,-3
181,181,0,11
182,182,0,11
183,183,0,15
184,184,0,20
185,185,0,6
186,186,0,23
187,187,0,15
188,188,0,18
189,189,0,8
190,190,0,14
191,191,0,6
192,192,0,1
193,193,0,-2
194,194,0,10
195,195,0,1
196,196,0,18
197,197,0,15
198,198,0,19
199,199,0,7
200,200,0,5
201,201,0,5
202,202,0,6
203,203,0,10
204,204,0,21
205,205,0,14
206,206,0,18
207,207,0,12
208,208,0,16
209,209,0,9
210,210,0,13
211,211,0,6
212,212,0,14
213,213,0,2
214,214,0,16
215,215,0,22
216,216,0,14
217,217,0,7
218,218,0,6
219,219,0,18
220,220,0,19
221,221,0,4
222,222,0,9
223,223,0,12
224,224,0,20
225,225,0,13
226,226,0,4
227,227,0,14
228,228,0,22
229,229,0,12
230,230,0,10
231,231,0,14
232,232,0,20
233,233,0,9
234,234,0,6
235,235,0,9
236,236,0,13
237,237,0,14
238,238,0,14
239,239,0,8
240,240,0,8
241,241,0,14
242,242,0,17
243,243,0,13
244,244,0,15
245,245,0,10
246,246,0,4
247,247,0,11
248,248,0,13
249,249,0,22
250,250,0,6
251,251,0,20
252,252,0,20
253,253,0,11
254,254,0,22
255,255,0,12
256,256,0,11
257,257,0,13
258,258,0,11
259,259,0,11
260,260,0,13
261,261,0,7
262,262,0,17
263,263,0,22
264,264,0,9
265,265,0,14
266,266,0,13
267,267,0,-5
268,268,0,8
269,269,0,18
270,270,0,14
271,271,0,16
272,272,0,8
273,273,0,2
274,274,0,12
275,275,0,5
276,276,0,11
277,277,0,7
278,278,0,18
279,279,0,11
280,280,0,-4
281,281,0,5
282,282,0,16
283,283,0,14
284,284,0,2
285,285,0,14
286,286,0,17
287,287,0,10
288,288,0,13
289,289,0,11
290,290,0,14
291,291,0,19
292,292,0,20
293,293,0,21
294,294,0,5
295,295,0,8
296,296,0,-2
297,297,0,7
298,298,0,11
299,299,0,9
300,300,0,-7
301,301,0,11
302,302,0,18
303,303,0,16
304,304,0,19
305,305,0,1
306,306,0,20
307,307,0,16
308,308,0,15
309,309,0,10
310,310,0,12
311,311,0,17
312,312,0,10
313,313,0,11
314,314,0,11
315,315,0,11
316,316,0,21
317,317,0,5
318,318,0,18
319,319,0,17
320,320,0,13
321,321,0,13
322,322,0,10
323,323,0,7
324,324,0,8
325,325,0,15
326,326,0,13
327,327,0,-2
328,328,0,-9
329,329,0,9
330,330,0,3
331,331,0,4
332,332,0,3
333,333,0,1
334,334,0,16
335,335,0,16
336,336,0,11
337,337,0,11
338,338,0,20
339,339,0,13
340,340,0,6
341,341,0,16
342,342,0,17
343,343,0,10
344,344,0,1
345,345,0,15
346,346,0,13
347,347,0,10
348,348,0,4
349,349,0,7
350,350,0,-1
351,351,0,2
352,352,0,15
353,353,0,20
354,354,0,6
355,355,0,1
356,356,0,3
357,357,0,16
358,358,0,19
359,359,0,7
360,360,0,19
361,361,0,14
362,362,0,11
363,363,0,15
364,364,0,11
365,365,0,10
366,366,0,11
367,367,0,12
368,368,0,10
369,369,0,4
370,370,0,7
371,371,0,13
372,372,0,13
373,373,0,18
374,374,0,15
375,375,0,11
376,376,0,6
377,377,0,13
378,378,0,11
379,379,0,1
380,380,0,5
381,381,0,5
382,382,0,8
383,383,0,20
384,384,0,21
385,385,0,14
386,386,0,15
387,387,0,-2
388,388,0,14
389,389,0,7
390,390,0,14
391,391,0,21
392,392,0,12
393,393,0,8
394,394,0,12
395,395,0,9
396,396,0,11
397,397,0,11
398,398,0,19
399,399,0,14
400,400,0,1
401,401,0,0
402,402,0,2
403,403,0,2
404,404,0,11
405,405,0,5
406,406,0,6
407,407,0,5
408,408,0,1
409,409,0,7
410,410,0,9
411,411,0,4
412,412,0,19
413,413,0,3
414,414,0,9
415,415,0,16
416,416,0,17
417,417,0,12
418,418,0,7
419,419,0,19
420,420,0,13
421,421,0,12
422,422,0,5
423,423,0,20
424,424,0,11
425,425,0,6
426,426,0,28
427,427,0,6
428,428,0,16
429,429,0,14
430,430,0,26
431,431,0,18
432,432,0,21
433,433,0,11
434,434,0,0
435,435,0,0
436,436,0,0
437,437,0,4
438,438,0,8
439,439,0,6
440,440,0,5
441,441,0,9
442,442,0,9
443,443,0,14
444,444,0,8
445,445,0,17
446,446,0,23
447,447,0,4
448,448,0,13
449,449,0,11
450,450,0,9
451,451,0,11
452,452,0,4
453,453,0,10
454,454,0,2
455,455,0,11
456,456,0,21
457,457,0,20
458,458,0,17
459,459,0,12
460,460,0,12
461,461,0,11
462,462,0,10
463,463,0,14
464,464,0,-4
465,465,0,16
466,466,0,10
467,467,0,16
468,468,0,9
469,469,0,7
470,470,0,4
471,471,0,9
472,472,0,11
473,473,0,14
474,474,0,14
475,475,0,14
476,476,0,16
477,477,0,11
478,478,0,19
479,479,0,15
480,480,0,2
481,481,0,9
482,482,0,13
483,483,0,8
484,484,0,10
485,485,0,22
486,486,0,13
487,487,0,10
488,488,0,12
489,489,0,2
490,490,0,22
491,491,0,3
492,492,0,4
493,493,0,23
494,494,0,19
495,495,0,8
496,496,0,16
497,497,0,16
498,498,0,16
499,499,0,11
500,500,0,15
501,501,0,8
502,502,0,14
503,503,0,8
504,504,0,21
505,505,0,13
506,506,0,20
507,507,0,6
508,508,0,17
509,509,0,-1
510,510,0,14
511,511,0,18
512,512,0,24
513,513,0,3
514,514,0,19
515,515,0,22
516,516,0,12
517,517,0,17
518,518,0,20
519,519,0,11
520,520,0,16
521,521,0,6
522,522,0,14
523,523,0,11
524,524,0,-3
525,525,0,0
526,526,0,28
527,527,0,24
528,528,0,17
529,529,0,15
530,530,0,16
531,531,0,11
532,532,0,22
533,533,0,2
534,534,0,6
535,535,0,13
536,536,0,8
537,537,0,2
538,538,0,8
539,539,0,6
540,540,0,-4
541,541,0,-6
542,542,0,4
543,543,0,17
544,544,0,20
545,545,0,18
546,546,0,6
547,547,0,18
548,548,0,9
549,549,0,14
550,550,0,5
551,551,0,18
552,552,0,23
553,553,0,20
554,554,0,9
555,555,0,-1
556,556,0,4
557,557,0,6
558,558,0,19
559,559,0,5
560,560,0,15
561,561,0,25
562,562,0,19
563,563,0,12
564,564,0,16
565,565,0,14
566,566,0,16
567,567,0,22
568,568,0,28
569,569,0,18
570,570,0,18
571,571,0,11
572,572,0,7
573,573,0,16
574,574,0,12
575,575,0,6
576,576,0,15
577,577,0,3
578,578,0,10
579,579,0,6
580,580,0,7
581,581,0,3
